,rating,reviewContent,clean_text
8201,0,mksih..barang mendarat dngn aman..,mksihbarang darat aman
8202,0,"saya sangat kecewa sekali teryata yg dikirim barang palsu...,flashdisknya tidak bisa dipakai...",kecewa teryata kirim barang palsuflashdisknya pakai
8203,0,😟😟😟,
8204,1,paket sdh diterima dengan keadaan baik kualitas flashdisknya sangat mantap semua data yg aq transfer ke flash disk tidak hilang lagi ini baru ori packin jg mantap rp pengiriman jg sangat mantap cepat sampai kurir jg baik ramah thanks Lazada n Thanks Jet Store👍👍,paket terima kualitas flashdisknya mantap data transfer flash disk hilang original packin mantap rupiah kirim mantap cepat kurir ramah terimakasih lazada n terimakasih jet store
8205,0,Semua file jadi ghaib bila masuk ke flashdisk ini Sejak barang datang aku curiga kenapa ada hadiah handsfree,file ghaib masuk flashdisk barang curiga hadiah handsfree
8206,2,"entah saya yang kurang tahu cara format, flashdisk ini tidak bisa untuk file satuan diatas 4GB. mungkin bukan untuk format FAT32",format flashdisk file satu atas gb format fat
8207,0,Saking bagusnya baru 2 Minggu. dipakai flashdisk nya tidak bisa ke detect lagi dengan laptop,saking bagus minggu pakai flashdisk nya detect laptop
8208,1,terima kasih barang sudah diterima dengan baik dan pengirimannya cepat,terima kasih barang terima kirim cepat
8209,0,"brg sdh sampai. Akan tetapi bikin kecewa, krn hanya ada flashdisk, tdk seperti gambar, ada bbrp bonus yg disertakan. not rekomended..",barang bikin kecewa flashdisk gambar bonus serta not rekomended
8210,2,giliran barang udah sampe di chat kaya patung gak di baca2. padahal cuma mau minta solusi tetang masalah barang yg saya pesen bermasalah dikit,gilir barang chat kaya patung baca solusi tetang barang pesan masalah
8211,1,gokil cepet bgt sampenya..saya sedang test,gokil cepat banget sampenyasaya test
8212,0,bagai mana ini msa tipe nya beda... waduuuh sya psen tv pld32t7511 cinemax tv knp yg dteng yg biasa yg xcel led mohon penjelasan nya trims,msa tipe nya beda waduuuh psen televisi pldt cinemax televisi xcel led mohon jelas nya trims
8213,1,"barang sudah di terima gan, packing bagus dan rapih, sampai lebih cepat dr perkiraan, untungnya sampe malam pas udah pulang kerja,  recommended reseller..",barang terima juragan packing bagus rapih cepat kira untung malam pas pulang kerja recommended reseller
8214,0,"barang tidak sesuai dengan pesanan yg sya pesan ,,sy pesan tipe apa yg datang beda tipe",barang sesuai pesan pesan pesan tipe beda tipe
8215,1,"Barang sesuai, Packing Rapih. Tingkatkan lagi kualitas dan pelayanan yg ada.",barang sesuai packing rapih tingkat kualitas layan
8216,0,Dipakai beberapakali langsung KP,pakai beberapakali langsung kp
8217,0,kapasitas boleh gede tapi ga bisa di format ataupun hapus file. hati2 ga ada garansi pula.,kapasitas format hapus file hati garansi
8218,2,Baguss flasdisk nyaa...yaa semoga awet,baguss flasdisk nyaayaa moga awet
8219,2,"pengiriman cepat, semoga awet.. thank's yaaa",kirim cepat moga awet terimakasih yaaa
8220,1,Barang di terima dengan baik,barang terima
8221,0,Tolong kiriman nya di perbaikin,tolong kirim nya perbaikin
8222,2,pelayanan yang baik,layan
8223,1,"Kiriman nya oke punya , cepat dan usb nya sesuai . Thx Lazada & Kenkez...",kirim nya oke cepat usb nya sesuai terimakasih lazada kenkez
8224,1,fast respon,fast respon
8225,1,Bagus,bagus
8226,2,sesuai pesanan,sesuai pesan
8227,0,Kok masih dikirim kan udah dibatalin,kirim dibatalin
8228,2,lumayan,lumayan
8229,2,Ternyata brang gk normal& Udah terlanjur psan 3 lagi.  Ini barang bisa dibatalkan toh.,brang normal lanjur psan barang batal
8230,0,GK bagus.. dimasukin data. Eh.. GK tau y GK bs kebuka..,bagus dimasukin data eh tau y buka
8231,0,setiap mindahin file dan selesah dipasang kembali file hilang,mindahin file selesah pasang file hilang
8232,0,gak bisa di pakek,pakai
8233,0,gk bisa buat nyimpan video tiap mau nyimpan data suka ilang.,nyimpan video nyimpan data suka hilang
8234,0,"setiap mindain file cuma shorcut nya aja,gimana nih!",mindain file shorcut nya ajagimana nih
8235,1,"perfect one .,,,The price is low ...satisfied..",perfect one the harga is low satisfied
8236,2,"gak bisa dipake flashdisknya... chargernya bukannya buat nambah,,malah ngurangin baterai",pakai flashdisknya chargernya nambahmalah kurang baterai
8237,2,flashdis berpungsi paking juga rapih makasih Lazada,flashdis pungsi paking rapih terimakasih lazada
8238,0,"colokannya kecilnya gak bsa, hrus pakai kabel usb tambahan yg besar...... bikin ribet, padahal hpku udah samsung A7",colok kecil pakai kabel usb tambah bikin ribet hpku samsung a
8239,0,Flashdisk nya jelek... Gak bisa dipake...,flashdisk nya jelek pakai
8240,1,semoga awet,moga awet
8241,0,cepet rusak,cepat rusak
8242,0,duh  ni gmna ko gni ga bisa di pake jadi nyh .,duh ni ko gni pakai nyh
8243,0,maaf ya mas kalau jualan tuh yang bener dong ah flashdisk nya kok gak bisa kepakai ya,maaf ya mas jual tuh bener ah flashdisk nya pakai ya
8244,0,ga isa dipake,isa pakai
8245,0,gak respon sam sekali...mubazir gak kepake,respon sam sekalimubazir pakai
8246,1,bagus bangattt,bagus bangattt
8247,1,mahal,mahal
8248,2,"Barang original, kemasan rapi tapi diterima terlambat sehari dari jadwal maksimum pengiriman. Semoga lebih diperhatikan dan makin sukses kedepannya",barang original kemas rapi terima lambat hari jadwal maksimum kirim moga perhati sukses depan
8249,0,Status terkirim tp barang ga sampe,status kirim barang
8250,2,kalau di pakai Flash Disk nya panas,pakai flash disk nya panas
8251,0,"Saya sudah bayar dr tgl 2 tp sampai tgl 6 barang msh d proses,padahal ditulis estimasi pengiriman sampai dg tgl 6..bagaimana ni??",bayar tanggal tanggal barang d prosespadahal tulis estimasi kirim tanggal ni
8252,2,"Paket sampai barang ok. Tapi kurir tidak ramah dan berbicara ditelfon tdk baik(bentak), barang dikirim tdk sesuai alamat sehingga saya harus menjemputnya.",paket barang ok kurir ramah bicara ditelfon baikbentak barang kirim sesuai alamat jemput
8253,2,"Paket sampai barang ok. Tapi kurir tidak ramah dan berbicara ditelfon tdk baik, barang dikirim tdk sesuai alamat sehingga saya harus menjemputnya.",paket barang ok kurir ramah bicara ditelfon barang kirim sesuai alamat jemput
8254,2,Puas sesuai gambar,puas sesuai gambar
8255,2,Puass,puass
8256,2,"Bgus sih,body ringan bgt.  Copy paste supercepat.  cuma cepet overheat,  klo udah overheat jdi gak kbaca storage flashdisknya.",bgus sihbody ringan banget copy paste supercepat cepat overheat overheat kbaca storage flashdisknya
8257,2,"Imut, tapi kapasitanya gede... mantap dah.. walaupun datangnya lamaaa... tapi puas.",imut kapasitanya mantap datang lamaaa puas
8258,2,"Murah, cepat , dan bagus.. Hanya saja used space 29gb.. Tidak sampai 32gb",murah cepat bagus used space gb gb
8259,1,"barang telah di terima, packing rapi dan berfungsi dgn baik",barang terima packing rapi fungsi
8260,1,"Barangnya bagus, bentuk mungil tapi kapasitas besar dan pengiriman lancarrrr",barang bagus bentuk mungil kapasitas kirim lancarrrr
8261,2,Thanks .. Barang Nya Sampe.. Mendarat Dengan Selamat..,terimakasih barang nya darat selamat
8262,2,"Sesuai sama yg digambar,  pengiriman juga cepa,,  top lh",sesuai gambar kirim cepa top lh
8263,0,"Barang bagus ,hanya pengirimannya lama",barang bagus kirim
8264,2,Used space gak full 32 G,used space full
8265,2,"Barang bagus sesuai deskripasi, hanya pengirimannya agak lama, thx lazada",barang bagus sesuai deskripasi kirim terimakasih lazada
8266,2,"Barangnya oke,pengirimannya cepat.tapi harganya naik turun",barang okepengirimannya cepattapi harga turun
8267,2,Kualitas bagus. Sesuai dgn gambar,kualitas bagus sesuai gambar
8268,0,alhamdulillah berfungsinya cuma 2 hari...trus pas mau nyimpan lagi gak kebaca filenya ...bijimane nih...,alhamdulillah fungsi haritrus pas nyimpan baca filenya bijimane nih
8269,2,"Datengnya cepet sih, 2 hari. Fd nya juga garusak. Tp saya pesen pink kenapa dikirim merah hmm",datengnya cepat sih fd nya garusak pesan pink kirim merah hmm
8270,0,lama confirmasinya sedang sy pakai k kredit,confirmasinya pakai k kredit
8271,0,"barang ringkih, goyang"", gak ke detect komputer",barang ringkih goyang detect komputer
8272,1,"Pengiriman barang cepat, barang sesuai pesanan. Packing juga rapi.",kirim barang cepat barang sesuai pesan packing rapi
8273,2,"Walau harus memakan waktu hampir seminggu, ternyata sampai juga ke saya...terima kasih.",makan minggu sayaterima kasih
8274,1,brg pesanan udah nyampe,barang pesan
8275,2,Everthing is OK.. Thanks Lazada..,everthing is ok terimakasih lazada
8276,1,Produknya memuaskan,produk muas
8277,2,stndr,stndr
8278,0,Tolong dikirimin barangnya dalam 1 hari saya lagi butuh banget untk tugas sekolah saya,tolong dikirimin barang butuh banget untk tugas sekolah
8279,0,Saya maunya dikirimin dalam 1 hari dong saya lg butuh banget,mau dikirimin butuh banget
8280,0,Kog ciuma 14 GB nggak 16 GB,kog ciuma gb gb
8281,2,"Pengiriman cepat, tapi isinya cuma 14gb",kirim cepat isi gb
8282,1,produk murah dan orisinil ud sering belanja disini selalu memuaskan thxs yaaa,produk murah orisinil belanja muas thxs yaaa
8283,1,"Barang oke ga error, goodlah pokonyaa tx lazada",barang oke error goodlah pokonyaa tx lazada
8284,1,bagus,bagus
8285,2,SUdah sering repeat order untuk beli flashdisk ini.. barang berfungsi dgn baik,ulang order beli flashdisk barang fungsi
8286,2,good,good
8287,2,"barang berfungsi normal, tapi tidak sebanding dengan harganya yang lumayan mahal",barang fungsi normal banding harga lumayan mahal
8288,2,Mantap barangnya Mantul Cuma kecewa sama keterlambatan Barang Y Lewat 1 Hari tapi untuk barang Norjay.,mantap barang mantul kecewa lambat barang y barang norjay
8289,2,"Kemasannya Ok, sepertinya emang ORI, tapi kekurangannya kenapa kapasitas yg terbaca hanya 14Gb, sisanya lg gak jelas kmn",kemas ok emang original kurang kapasitas baca gb sisa mana
8290,0,"Karena jumlah nya tidak memenuhi saya pesan di tempat lain, nama toko nya sama tapi bukan di Lazada. Pesan di hari yang sama dgn di Lazada namun lebih belakang namun nyampai jauh lebih cepat.  Di sana pesan tgl 22 Agustus (rabu malam) nyampai di tangan tgl 24 agustus (jumat) sementara di lazada sampai di tangan hari senin malam. Terlalu banyak yang harus dilewati dan terlalu lama di setiap tempat.. Semoga ke depan dapat ditingkatkan efisiensi waktu nya...",nya penuh pesan nama toko nya lazada pesan lazada nyampai cepat pesan tanggal agustus rabu malam nyampai tangan tanggal agustus jumat lazada tangan senin malam lewat moga tingkat efisiensi nya
8291,1,produk ok... trimakasih..,produk ok trimakasih
8292,2,Pokok ok deeh..,pokok ok deeh
8293,1,kerenn q suka.. pengemasan rapi pengirimn cepet.. tinggal ngecek.. moga jg mulus fungsinya..,kerenn suka emas rapi pengirimn cepat tinggal ecek moga mulus fungsi
8294,1,Good...recomended...thanks,goodrecomendedthanks
8295,2,lumayan bagus,lumayan bagus
8296,1,Barang sampai  Pancing rapih berfungsi 100%   Namun pengiriman agak lambat 1 hari,barang pancing rapih fungsi kirim lambat
8297,1,brg mantap..,barang mantap
8298,1,Original SanDisk. Thanks CX Shop,original sandisk terimakasih cx shop
8299,1,Barangnya dh lama sampai. Sudah dicek flashdisknya asli. Gak kecewa beli disini,barang cek flashdisknya asli kecewa beli
8300,0,Mahal.. g bs cancel cod. Males belanja di lazada. Mendingan belanja di Bukalapak murah dan g ribet. Menang COD doang lazada,mahal cancel bayar kirim malas belanja lazada mending belanja bukalapak murah ribet menang bayar kirim lazada
8301,1,packing rapi.. respon baik. pengiriman cepat barng bagus.. terima kasih lazada,packing rapi respon kirim cepat barng bagus terima kasih lazada
8302,1,"barang bagus ,,packing juga rapih,bisa d gunakan pokok nya OK .makasuh Lazada",barang bagus packing rapihbisa d pokok nya ok makasuh lazada
8303,1,"Murah, kuat, kalasitas sesuai, tutupnya gak bakal hilang, krn gk perlu tutup",murah kuat kalasitas sesuai tutup hilang tutup
8304,2,Lama banget datang nya lumayan sih,banget nya lumayan sih
8305,1,"Harga bersaing, pengiriman cepat, barang original dengan kondisi baik. Satisfied.",harga saing kirim cepat barang original kondisi satisfied
8306,2,"Barang bagus, waktu kirim cukup cepat, packing bagus. Sama seperti penawarannya.",barang bagus kirim cepat packing bagus tawar
8307,2,"mantap, pengiriman cepat dan barang ok",mantap kirim cepat barang ok
8308,2,"Kecil simple, sampe lumayan cepat.",simpel lumayan cepat
8309,0,"Barang sudah diterima, ini tidak murni 16 gb, cuman 14 gb kebacanya, dan kecepatan transfernya tidak up 100mbps, rata"" kecepatan transfernya hanya 17mbps, dan kecepatan transfer paling tinggi hanya 25 mbps an, katanya ori tapi kok gini ya?",barang terima murni gb gb baca cepat transfer up mbps cepat transfer mbps cepat transfer mbps an original ya
8310,1,kencang sekali bagus,kencang bagus
8311,0,kok gak real 16gb.. cuma 14gb,real gb gb
8312,1,produk diterima dengan sangat baik..,produk terima
8313,0,"kapasitas tidak sama dengan realita, kecepatan cukup cepat rata rata  hanya 17mbps. agak kecewa",kapasitas realita cepat cepat mbps kecewa
8314,2,"Barang Bagus, harga juga murah..makin Setia jadi pelanggan lazada..",barang bagus harga murahmakin setia langgan lazada
8315,2,sudah sampai,
8316,1,Terima kasih barang sudah saya terima dengan baik ... Akan saya pesan lebih banyak lagi.... Tolong pegang kepercayaan saya....,terima kasih barang terima pesan tolong pegang percaya
8317,1,gak bisa di stel di tv... ternyata usb 3.0 tv mash 2.0 duh gak kepake deh.,stel televisi usb televisi duh pakai deh
8318,0,Saya pesen flash disk 32 giga dikirimnya 16 giga bagaimana ini gan...,pesan flash disk giga kirim giga juragan
8319,1,original 100%,original
8320,2,"Pesan tanggal 30/05 sampai tanggal 14/06, cukup lama nunggunya tapi sepertinya barangnya as total space 28,6gb",pesan tanggal tanggal nunggunya barang as total space gb
8321,2,barangnya sesuai pesanan tp pengiriman agak lambat,barang sesuai pesan kirim lambat
8322,2,Sesuai pesanan. Packing akan lebih baik jika ditambah buble wrap. Good condition,sesuai pesan packing tambah buble wrap good kondisi
8323,1,"pengiriman cepat, product ori, recomended...",kirim cepat produk original recomended
8324,1,Kedua kalinya order di cx shop.. karena memang sudah saya percaya produknya original,kali order cx shop percaya produk original
8325,1,Alhamdulillah berunfungsi normal,alhamdulillah berunfungsi normal
8326,2,"Tolong di bantu dong,cara kredit tanpa kartu kredit gmna y ?minat si cuma masih bingung",tolong bantu dongcara kredit kartu kredit y minat si bingung
8327,0,Bisa kredit ga,kredit
8328,0,Boleh nggak kalau misalkan credit,credit
8329,1,"Barang sesuai, Kabel OTG berfungsi dengan baik puas deh pokoknya",barang sesuai kabel otg fungsi puas deh pokok
8330,1,"Fd dan kabelnya bisa, tapi kapasitasnya cuma 7,28",fd kabel kapasitas
8331,2,nicee,nicee
8332,1,Tq lazada,terimakasih lazada
8333,2,Pesanan saya kok lama banget sampainya.....,pesan banget sampai
8334,2,Ok,ok
8335,2,flashdisknya kurang kuat alias cepat longgar dari kulit luarnya,flashdisknya kuat alias cepat longgar kulit luar
8336,2,Lumayan kwalitas ya...dan saya sengaja kasih 3 bintang.,lumayan kwalitas yad sengaja kasih bintang
8337,2,Status sudah dikirim tapi kok belum sampai ya,status kirim ya
8338,0,"semoga cepet sampai, dan semoga bener² real 32gb",moga cepat moga bener real gb
8339,0,"Jaman skrng msh ada yg jual FD 64M. Ente, cari duit dng cara gini. Klo msh nempel nih iklan ane blow up ke mesos sama media cetak.",jaman jual fd m ente cari duit nempel nih iklan blow up mesos media cetak
8340,0,"sdh sy return gan, salah order, direfund aja ya,thx . Mohon ditransfer ke rekening bank mandiri cabang TMII Jakarta,an. Dedy Acct. 1290007951714",return juragan salah order direfund yathx mohon transfer rekening bank mandiri cabang tmii jakartaan dedy acct
8341,2,"Edisi salah baca, kirain 64 Giga.. ternyata 64 Mb... -.-' But, yes oke, barang bagus, packing oke, thanks Lazada",edisi salah baca kirain giga mbak but ya oke barang bagus packing oke terimakasih lazada
8342,2,Transfer data oke..kapasitas ???,transfer data okekapasitas
8343,0,edisi salah baca...saya kira 64 gb ternyata 64 mb....sangat kecewa,edisi salah bacasaya gb mbsangat kecewa
8344,0,"Salah lihat deh, trnyata bkn Gb tp Mb :(",salah lihat deh gb mbak
8345,0,"klu boleh jangan di jual lagi produk ini, kasian yg lain, pasti sama dengan saya edisi salah lihat",jual produk kasihan edisi salah lihat
8346,1,"Price are cheap among other sellers, but high quality",harga are cheap among sellers but high kualitas
8347,1,"you get what you paid for, good fast delivery.",get paid good fast delivery
8348,1,"perfect,,,It's what I want..",perfectits i
8349,1,OK...It's what I want//,okits i
8350,0,Produk tidak sesuai dengan gambar.. Yang diterima LCD maupun menu berbeda 100%,produk sesuai gambar terima lcd menu beda
8351,1,Begitu sesuai dengan harga,sesuai harga
8352,1,"barang bagus sesuai gambar, murah tp bukan murahan, packingnya rapi , pengiriman cepat, kurirnya langsung dari tokonya, makasih kencana electronik.",barang bagus sesuai gambar murah murah packingnya rapi kirim cepat kurir langsung toko terimakasih kencana electronik
8353,1,Pesen siang magrib udah sampe....luar biasa...padahal estimasi tgl 1 dan saya pesan tgl 29...,pesan siang magrib sampeluar biasapadahal estimasi tanggal pesan tanggal
8354,2,"Great, it's like what I expected.",great its like i expected
8355,0,berfungi dengan baik,fungi
8356,0,barang sampe sekitar 1 minggu setelah pemesanan. pas dateng langsung di coba dan file yg dipindah di flashdisk ini langsung rusak sua ga bisa di buka. maaf tapi kalau jualan itu yg bener jangan merugikan konsumen.,barang minggu mesan pas langsung coba file pindah flashdisk langsung rusak sua buka maaf jual bener rugi konsumen
8357,0,"Narang sama sekali gak kepake, rusak",narang pakai rusak
8358,0,Kecewa  Baru kali ini belanja di lazada benar2 kecewa brang yg di kirim rusak alias gk berfungsi...😤😤😤,kecewa kali belanja lazada kecewa brang kirim rusak alias fungsi
8359,1,"Produk sudah sampai dengan aman, dan produk dapat digunakan semua.. normal.. sekali lagi terimakasih 🙏",produk aman produk normal terimakasih
8360,0,"maaf ,,kecewa skli..flashdisk tdk bs digunakan",maaf kecewa skliflashdisk
8361,2,"Isi completed cmn flashdisk yg sya dpt cmn 8gb ,,, thx semua ,,,",isi completed cmn flashdisk cmn gb terimakasih
8362,2,"usb oke lah,lampu LED dpt 3 blm kepakai sdh rusak tutupnya lepas...😊",usb oke lahlampu led pakai rusak tutup lepas
8363,1,"Untuk barangnya sesuai dengan yang ada di foto, untuk freenya kabel OTG nya yang tidak berfungsi",barang sesuai foto freenya kabel otg nya fungsi
8364,2,OTG nya tidak berfungsi,otg nya fungsi
8365,2,"not rekomendasi, tidak cocok untuk alat penyimpanan mp3 guna mobil",not rekomendasi cocok alat simpan mp mobil
8366,2,masa file nya gak bisa kebuka.. tapi gpp lah untuk pengiriman ok sih..lebih cepat makasih ya,file nya buka tidak-apa-apa kirim ok sihlebih cepat terimakasih ya
8367,1,rekomendasi sekali ini!! puas sekali kendala busy gk terlalu lg harga murah sangat. dan vidio lbh lncar dan cepat. barang sangat2 super cepat sampai padahal jauh d malinau. terima kasih,rekomendasi puas kendala busy harga murah video lncar cepat barang super cepat d malinau terima kasih
8368,2,Berfungsi sesuai kegunaan,fungsi sesuai guna
8369,0,blm dcoba,dcoba
8370,2,lumayan,lumayan
8371,0,"nyessel bgt ,ternyata rusak parah",nyessel banget rusak parah
8372,2,warnaya enda sesuai pesanan,warnaya enda sesuai pesan
8373,0,Kecewa bgt. ..pesen warna mica tapi yang datang Tah warna apaaa..beda kali,kecewa banget pesan warna mica tah warna apaaabeda kali
8374,0,"Smart Hub nya belum bisa berfungsi padahal sudah dicoba macam-macam cara. Kalau sampai Selasa depan masih tidak bisa, akan saya kembalikan barangnya.",smart hubung nya fungsi coba macammacam selasa kembali barang
8375,0,"barang mulus, oke berfungsi. tapi tidak ada kartu garansi. sudah di chat sebelum pengiriman untuk disertakan kartu garansi. tapi pas dateng tetep gak ada kartu garansinya. kecewa.",barang mulus oke fungsi kartu garansi chat kirim serta kartu garansi pas kartu garansi kecewa
8376,2,"Barang sudah diterima sesuai dengan deskripsi,namun pengiriman barang sangat menghawatirkan.. jasa pengiriman tidak ada konfirmasi pengiriman barang. Tau2ya tv saya dititipkan ke tukang warung jaga parkiran, untung bapak2nya jujur dan mau kasih tau ada pengiriman tv untuk saya. Tolong diperhatikan aja jasa pengirimannya sebelum kirim pastikan melakukan komunikasi dg customer dan pastikan juga customer yg terima barangnya. Kalo hilang siapa yg tanggung jawab.. lazada OK.. jasa pengirimannya kacau parah.",barang terima sesuai deskripsinamun kirim barang menghawatirkan jasa kirim konfirmasi kirim barang tauya televisi titip tukang warung jaga parkir untung bapak jujur kasih tau kirim televisi tolong perhati jasa kirim kirim pasti komunikasi customer pasti customer terima barang hilang tanggung lazada ok jasa kirim kacau parah
8377,1,sampai dengan selamat,selamat
8378,0,"barang yg dikirim pecah dan sulit untuk claim,garansi tdk ada",barang kirim pecah sulit claimgaransi
8379,1,cepet banget pengirimannya ..Sabtu malam pesan hari minggu siang udah datang..Makasih Lazada,cepat banget kirim sabtu malam pesan minggu siang datangmakasih lazada
8380,1,"Gilaaaa sehari nyampe!!! Brg sesuai pesanan, mulus ,",gilaaaa hari barang sesuai pesan mulus
8381,2,knapa gak ad kartu garansi nya....,kartu garansi nya
8382,0,Jelek banyak virus nya  komputer saya harus di reset gara gara pake flashdik ini,jelek virus nya komputer reset gara gara pakai flashdik
8383,0,"Sesuai dugaan bukan asli sih, tapi kapasitas real. Sayangnya transfer speed sangat lambat. Jangan dibeli, pastikan beli yg asli saja.",sesuai duga asli sih kapasitas real sayang transfer speed lambat beli pasti beli asli
8384,2,"Dengan harga sedemikian, saya sih siap-siap aja kalau kualitasnya abal-abal. Walau pas pertama dicolok tetap dikenali 64GB. Tapi berikut-berikutnya setiap dicolok tidak bisa langsung dikenali, harus digoyang-goyang dulu.",harga sih siapsiap kualitas abalabal pas colok nali gb berikutberikutnya colok langsung nali digoyanggoyang
8385,0,Tidak ada barang sudah dibayar lunas,barang bayar lunas
8386,2,lumayan aja dgn hrga sgtu 64 gb tp ga tau kekuatan than brpa bln/tahun,lumayan harga sgtu gb tau kuat than blntahun
8387,0,"Barang rusak nih gan, jangan dijual. percuma ga bisa dipake",barang rusak nih juragan jual pakai
8388,0,kw...kw.... mantap eror fulll hhhh,kwkw mantap eror fulll hhhh
8389,0,Jangan di beli gak rekomendasi gk bsa di isi memory,beli rekomendasi isi memory
8390,0,"gx sesuai, skripsi hilang'a 12GB gx ada 64GB cuma ada 52GB",sesuai skripsi hilanga gb gb gb
8391,0,saya pesan yg 32 Giga yang datang 64 Giga.pas di cek isinya 67 Giga..?eeeh barangnya error ga bisa di pake..cuma bisa nyimprn 4 kali jepretan foto...abal abal,pesan giga gigapas cek isi gigaeeeh barang error pakecuma nyimprn kali jepret fotoabal abal
8392,0,Ko tidak bisa copy Poto dan dll dari memori telpon ke kartu SD gagal eror wadu,ko copy foto lain memori telepon kartu sd gagal eror aduh
8393,0,"Bilang,y bisa buat mic ternyata tdk bisa",bilangy mic
8394,0,cuma memori ajah hensfri ea manah,memori hensfri ea manah
8395,0,"Saya pesan Sandisk Ultra USB 3.0 flash drive 16gb ...tapi yg dikirimkan dan sampai ditangan Sandisk Ultra Fit USB 3.0 Flash Drive...secara kapasitas sih Sama, hanya durabilitas FD kecil gini Sy ragukan...yg Sy heran kenapa bs salah kirim produk ya...padahal di item pesanannya sdh jelas...apa hal tsb akan terulang lagi di pembelian selanjutnya...who knows...?!",pesan sandisk ultra usb flash drive gb kirim tang sandisk ultra fit usb flash drivesecara kapasitas sih durabilitas fd ragukanyg heran salah kirim produk yapadahal item pesan jelasapa ulang beli selanjutnyawho knows
8396,1,"Pesan tanggal 1, sampainya tanggal 12. Status pesanan hari ke-10 baru berubah menjadi ""sedang dikirim"", itupin harus saya email CSnya. Mungkin bukan kesalahan seller, tapi kesalahan pihak lazada.",pesan tanggal sampai tanggal status pesan ubah kirim itupin email csnya salah jual salah lazada
8397,1,1 thn 9 bulan masih baik,
8398,2,Saya beli FalsDisk ini 1pcs. OTG yg 16GB 2pcs Kok yg d kirim FalsDisk semua nya. Gmna sih ??,beli falsdisk pcs otg gb pcs d kirim falsdisk nya sih
8399,1,"flashdisknya oke banget,beda sama flashdisk 2.0 ,, flashdisk 3.0 lebih kencenggg",flashdisknya oke bangetbeda flashdisk flashdisk kencenggg
8400,1,Good,good
8401,2,teromaksih lazada barang sudah sampai,teromaksih lazada barang
8402,2,Barangnya tdk sesuai gambar casingnya plastik semua tdk ada tutupnya,barang sesuai gambar casingnya plastik tutup
8403,2,agak sedikit kecewa kerna sedikit perbedaan.. barang yg di tawarkan ada tutup nya.. tp yg di terima flashdisk saja..,kecewa kerna beda barang tawar tutup nya terima flashdisk
8404,2,Barang sampai nya beda dari yg dipesan,barang nya beda pes
8405,0,sama sih sandisk tapi beda tipe ...,sih sandisk beda tipe
8406,1,"Harga standar, fd berfungsi dgn baik, tdk ada kendala sama skli dlm pemakaian, pokoknya bagus bgt~ Terimakasih lazada dan seller",harga standar fd fungsi kendala skli pakai pokok bagus banget terimakasih lazada jual
8407,2,aneh beda dengan gambar,aneh beda gambar
8408,1,"berfungsi dgn baik, original sandisk",fungsi original sandisk
8409,0,"FREE Kabel Data Dan USB Flas Led gak ada, mana tambahan barangnya ? barang sudah datang tapi  kabel data sama LED nya gk ada. Saya beli 2 buah Flashdisk, gk ada 1 pun barang bonus. Sungguh parah",free kabel data usb flas led tambah barang barang kabel data led nya beli buah flashdisk barang bonus sungguh parah
8410,1,saya pesan fd hp 64 gb tpi yg dtang 32 gb.  gimana caranya saya mau tukar??,pesan fd hp gb gb tukar
8411,0,Sangat2 mengecewakan flashdisk ga bs d pake tdk bs menyimpan file. Bonus jg ga sesuai. Sangat luar biasa buruknya.. No recomended.,kecewa flashdisk d pakai simpan file bonus sesuai buruk nomor recomended
8412,1,lumayan lah untuk harga segitu kurir nya ramah. agak lecet mungkin di tes dulu sebelum pengiriman untuk smua nya oke dari mulai packing dan 1 lagi yang kurang hadiah nya cuma cabel data doang gk ada lampu LED tpu gpp lah pas untuk kantong datang nya cuma 3 hari gak lama2!!!!,lumayan harga segitu kurir nya ramah lecet tes kirim nya oke packing hadiah nya cabel data lampu led tpu tidak-apa-apa pas kantong nya
8413,2,Ya lengkap si sesuai dengan judul tapi ga direkomendasi buat yang kerja IT ya karena ini bersifat FAT32 can't convert NTFS ya jadi sistem buat copas file besar ga bisa dia LEMOT BANGET ya buat orang kantor use ini gpp la..,ya lengkap si sesuai judul rekomendasi kerja it ya sifat fat cant convert ntfs ya sistem copy paste file lot banget ya orang kantor use tidak-apa-apa la
8414,0,"Barang sudah diterima dalam kondisi rapi, tapi pas dipake ternyata barangnya bsk (bosok), gk bisa dipake. malah bikin data2ku jadi pada hilang.",barang terima kondisi rapi pas pakai barang besok bosok pakai bikin data hilang
8415,0,produk rusak gk bisa di pakai,produk rusak pakai
8416,1,"terimakasih,packing rapi.semoga awet.",terimakasihpacking rapisemoga awet
8417,0,percuma mo mindahin file malah ilang filenya. ampas,mindahin file hilang filenya ampas
8418,0,"buat ngopy file gabisa lebih dari 100mb, gak recom buat kerja IT",ngopy file mbak recom kerja it
8419,1,"Barang murah meriah dan cepat sampai top markotop, and quality no.1",barang murah riah cepat top markotop and kualitas nomor
8420,2,kecepatan transfer lama banget,cepat transfer banget
8421,0,bonusnya tidak sesuai tolong perbaiki kinerjanya,bonus sesuai tolong baik kerja
8422,0,ga bisa simpen video,simpan video
8423,0,aduh kecewa dah aku ga bisa buat save data...,aduh kecewa save data
8424,0,Kecewa,kecewa
8425,0,"hadsfree sama kabel data nya tidak ada, padahal beli nya lagi hot sale",hadsfree kabel data nya beli nya hot sale
8426,2,Lumayan. Terima ksh.,lumayan terima kasih
